sampno,perno,age,gender,ethnicity,ethnic_oth,education,drivingfreq,transitfreq,employment,commutework,worktransport,worktransport_oth,commutedist,weeklycommute,workdays,workvehicle,enrolled,schooltransport,schoolcommute,pevowner
936,2,,1,8,-1,6,1,0,1,1,6,-1,10,50,5,1,4,-1,-1,0
936,3,,1,8,-1,6,1,0,1,1,1,-1,10,50,5,1,4,-1,-1,0
937,1,,2,6,-1,3,1,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
937,2,,1,6,-1,8,1,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
940,1,,2,4,-1,2,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0
940,2,,1,4,-1,2,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0
941,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
941,2,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
944,1,,2,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
944,2,,1,6,-1,4,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
944,3,,2,6,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
946,1,,1,6,-1,6,1,0,2,1,1,-1,9,54,3,2,4,-1,-1,0
946,2,,2,6,-1,8,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
947,1,,1,6,-1,6,1,0,2,1,1,-1,3,12,2,2,4,-1,-1,0
947,2,,2,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
947,3,,2,6,-1,1,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
948,1,,1,6,-1,6,1,0,1,1,1,-1,15,80,5,2,4,-1,-1,0
948,2,,2,6,-1,6,3,3,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
950,1,,1,8,-1,6,1,2,1,1,1,-1,22,176,5,1,4,-1,-1,0
950,2,,2,8,-1,6,1,0,1,1,1,-1,22,220,5,2,4,-1,-1,0
951,1,,2,6,-1,6,1,0,1,1,1,-1,34,350,5,2,4,-1,-1,0
951,2,,1,7,mixed race white/african american,6,3,0,1,1,8,bike to company bus pick up,26,130,5,3,4,-1,-1,0
957,1,,2,4,-1,8,1,0,2,1,1,-1,5,25,2,1,4,-1,-1,0
957,2,,1,2,-1,2,1,0,1,1,1,-1,65,700,5,2,4,-1,-1,0
958,1,,2,6,-1,8,1,0,1,1,1,-1,3,30,5,2,4,-1,-1,0
962,1,,2,2,-1,6,1,2,2,1,1,-1,10,80,4,2,2,1,10,0
962,2,,2,2,-1,6,1,30,1,1,1,-1,30,240,4,2,1,1,30,0
963,1,,1,6,-1,3,1,12,1,1,1,-1,3,30,5,2,4,-1,-1,0
963,2,,3,6,-1,3,1,20,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
964,1,,2,6,-1,4,1,4,2,1,1,-1,3,18,3,2,4,-1,-1,0
964,2,,1,6,-1,8,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
965,1,,1,6,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
966,1,,1,7,human,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
966,2,,2,7,human,6,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
967,1,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
967,2,,2,4,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
969,1,,1,6,-1,3,1,1,1,1,1,-1,4,40,5,2,4,-1,-1,0
972,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
972,2,,2,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
973,1,,1,6,-1,6,1,0,1,1,1,-1,3,30,5,2,4,-1,-1,0
973,2,,2,6,-1,8,1,0,1,1,1,-1,18,180,5,2,4,-1,-1,0
975,1,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
978,1,,1,6,-1,6,1,0,1,1,1,-1,25,125,5,2,4,-1,-1,0
978,2,,1,6,-1,4,2,0,2,1,1,-1,1,6,3,2,2,1,15,0
978,3,,2,6,-1,6,1,0,2,1,1,-1,25,75,3,2,4,-1,-1,0
979,1,,2,6,-1,4,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
979,2,,1,6,-1,7,4,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1062,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1062,2,,2,6,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1064,1,,1,4,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1064,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1064,3,,1,4,-1,6,1,0,1,1,1,-1,15,200,6,2,4,-1,-1,0
1064,4,,2,4,-1,2,1,0,2,1,1,-1,15,200,6,2,4,-1,-1,0
1064,5,,1,4,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1064,6,,1,4,-1,2,5,0,2,1,2,-1,15,0,6,3,4,-1,-1,0
1065,1,,2,6,-1,6,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1065,2,,1,6,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1066,1,,1,4,-1,1,1,0,1,1,1,-1,12,60,5,1,4,-1,-1,0
1066,2,,2,4,-1,2,1,0,2,1,1,-1,7,35,5,1,4,-1,-1,0
1066,3,,1,4,-1,4,1,0,1,1,1,-1,17,85,5,2,2,1,15,0
1070,1,,2,6,-1,4,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1072,1,,2,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1072,2,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1073,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1073,2,,2,6,-1,6,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1075,1,,1,6,-1,7,1,4,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1075,2,,2,6,-1,7,1,10,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1077,1,,2,6,-1,6,1,0,1,1,1,-1,9,90,5,2,4,-1,-1,0
1077,2,,1,6,-1,7,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1078,1,,2,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1078,2,,2,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1079,1,,2,6,-1,6,1,0,2,1,1,-1,18,5,1,2,4,-1,-1,0
1079,2,,2,6,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1079,3,,1,6,-1,8,1,0,1,1,1,-1,18,0,5,2,4,-1,-1,0
1081,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1081,2,,2,6,-1,6,2,10,1,1,8,Carpool/Rail,30,180,5,1,4,-1,-1,0
1082,1,,1,8,-1,6,4,0,1,1,1,-1,17,170,5,2,4,-1,-1,0
1082,2,,2,8,-1,8,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0
1084,1,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1086,1,,2,6,-1,8,1,0,2,1,1,-1,6,24,2,2,4,-1,-1,0
1087,1,,2,4,-1,4,1,0,5,1,1,-1,30,60,1,2,4,-1,-1,0
1088,1,,2,7,Scandinavian,6,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1089,1,,2,3,-1,6,1,4,2,1,1,-1,5,20,3,1,2,1,3,0
1089,2,,2,3,-1,4,1,3,1,1,2,-1,15,150,5,3,4,-1,-1,0
1091,1,,4,6,-1,7,1,0,1,1,1,-1,6,70,5,2,4,-1,-1,0
1091,2,,4,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,1,1,6,0
1092,1,,1,6,-1,8,2,4,1,1,3,-1,15,60,4,1,4,-1,-1,1
1092,2,,2,6,-1,8,1,0,1,1,1,-1,33,264,4,2,4,-1,-1,1
1093,1,,1,8,-1,6,1,8,1,1,3,-1,15,30,5,2,4,-1,-1,0
1094,1,,2,1,-1,7,2,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1094,2,,1,1,-1,4,1,0,1,1,2,-1,10,80,5,1,4,-1,-1,0
1096,1,,2,6,-1,8,1,0,1,1,1,-1,20,160,4,2,4,-1,-1,0
1096,2,,1,6,-1,6,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0
1096,3,,2,6,-1,5,1,0,1,1,1,-1,15,180,6,2,4,-1,-1,0
1098,1,,2,4,-1,3,1,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1098,2,,1,4,-1,1,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1098,3,,2,4,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1099,1,,1,6,-1,8,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1099,2,,2,6,-1,6,1,0,2,1,1,-1,5,50,5,2,4,-1,-1,1
1099,3,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,1,1,35,1
1100,1,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1100,2,,1,6,-1,2,1,0,1,1,1,-1,20,300,6,1,4,-1,-1,0
1102,1,,1,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1102,2,,2,6,-1,3,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1103,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1103,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1104,1,,1,8,-1,7,1,0,1,1,2,-1,6,60,5,2,4,-1,-1,1
1104,2,,2,8,-1,7,1,0,1,1,2,-1,7,60,5,2,4,-1,-1,1
1105,1,,1,7,Russian,4,1,0,1,2,-1,-1,-1,-1,-1,-1,2,1,8,0
1105,2,,1,7,Russian,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1105,3,,2,7,Armenian,2,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1107,1,,4,8,-1,5,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,1
1107,2,,1,8,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1107,3,,2,8,-1,3,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1108,1,,2,8,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1108,2,,1,8,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1109,1,,1,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1109,2,,2,6,-1,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1111,1,,1,6,-1,6,1,0,1,1,2,-1,45,0,4,2,4,-1,-1,1
1111,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1112,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1112,2,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1114,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1114,2,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1115,1,,2,6,-1,8,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1115,2,,1,6,-1,8,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1116,1,,1,6,-1,8,1,0,1,1,1,-1,40,240,3,2,4,-1,-1,1
1117,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1117,2,,2,4,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1117,3,,1,4,-1,4,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0
1117,4,,2,3,-1,4,1,0,2,1,1,-1,5,50,5,2,4,-1,-1,0
1118,1,,2,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1120,1,,2,6,-1,4,1,6,5,2,-1,-1,-1,-1,-1,-1,1,1,56,0
1120,2,,1,6,-1,5,1,0,2,1,1,-1,20,260,5,2,4,-1,-1,0
1120,3,,1,6,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1121,1,,1,6,-1,8,1,0,1,1,1,-1,7,70,5,2,4,-1,-1,1
1121,2,,2,6,-1,8,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1122,1,,1,6,-1,2,1,0,1,1,1,-1,3,9,3,2,4,-1,-1,0
1122,2,,2,6,-1,2,1,0,2,1,1,-1,20,25,3,2,4,-1,-1,0
1122,3,,1,6,-1,2,4,0,2,1,5,-1,0,0,4,3,4,-1,-1,0
1123,1,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1126,1,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1126,2,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1126,3,,2,6,-1,2,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1127,1,,2,6,-1,7,1,0,1,1,1,-1,15,80,5,2,4,-1,-1,0
1127,2,,2,4,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1128,1,,1,6,-1,7,1,0,1,1,1,-1,4,250,5,2,4,-1,-1,1
1128,2,,2,4,-1,4,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1129,1,,2,8,-1,8,1,2,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1130,1,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1130,2,,1,6,-1,4,1,0,1,1,1,-1,4,40,5,2,4,-1,-1,0
1131,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1131,2,,2,6,-1,6,2,0,1,1,1,-1,4,16,2,2,4,-1,-1,1
1132,1,,1,6,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1132,2,,2,6,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1133,1,,1,2,-1,8,2,10,1,1,2,-1,11,0,5,3,4,-1,-1,1
1133,2,,2,2,-1,8,1,0,1,1,1,-1,5,80,5,2,4,-1,-1,1
1134,1,,2,6,-1,8,1,0,1,1,1,-1,15,150,5,2,4,-1,-1,0
1137,1,,1,2,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1137,2,,1,2,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1139,1,,1,6,-1,8,1,1,1,1,1,-1,12,140,6,2,4,-1,-1,0
1139,2,,2,6,-1,6,2,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1141,1,,1,8,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1141,2,,2,8,-1,6,1,0,5,1,1,-1,1,70,3,2,4,-1,-1,1
1142,1,,1,8,-1,6,1,0,1,2,-1,-1,-1,-1,-1,-1,1,1,5,1
1142,2,,1,8,-1,2,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,1
1142,3,,1,8,-1,6,1,0,5,1,1,-1,50,600,6,2,4,-1,-1,1
1142,4,,2,8,-1,6,1,0,5,1,1,-1,50,600,6,2,4,-1,-1,1
1144,1,,1,6,-1,4,1,9,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1144,2,,2,6,-1,8,1,7,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1148,1,,1,7,European,8,1,2,1,1,1,-1,10,80,4,2,4,-1,-1,1
1148,2,,2,7,European,6,1,10,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1149,1,,1,4,-1,2,1,0,1,1,1,-1,3,60,5,2,4,-1,-1,0
1149,2,,2,4,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1149,3,,2,4,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1149,4,,2,4,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1149,5,,2,4,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1150,1,,1,4,-1,8,1,0,5,1,1,-1,75,750,5,2,4,-1,-1,1
1150,2,,2,6,-1,6,1,0,1,1,1,-1,14,140,5,2,4,-1,-1,1
1151,1,,1,6,-1,8,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1151,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1152,1,,2,6,-1,8,1,0,2,1,1,-1,7,70,5,2,4,-1,-1,0
1152,2,,1,6,-1,8,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1152,3,,1,6,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1155,1,,2,7,"mixed: black, asian",8,1,10,1,1,1,-1,20,20,5,1,3,-1,-1,0
1159,1,,1,6,-1,3,1,0,1,1,1,-1,15,180,6,2,4,-1,-1,0
1161,1,,1,6,-1,4,1,0,2,1,1,-1,55,220,2,2,4,-1,-1,0
1161,2,,2,6,-1,8,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0
1163,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1163,2,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1165,1,,1,8,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1165,2,,2,8,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1167,1,,2,6,-1,6,1,0,1,1,1,-1,8,80,5,2,4,-1,-1,0
1167,2,,2,6,-1,6,1,0,2,1,1,-1,5,25,4,1,4,-1,-1,0
1169,1,,2,6,-1,8,1,0,1,1,1,-1,7,30,4,2,4,-1,-1,1
1170,1,,2,4,-1,6,1,2,1,1,1,-1,16,80,5,1,1,1,16,0
1170,2,,1,4,-1,2,1,2,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1172,1,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1174,1,,1,6,-1,8,2,8,1,1,3,-1,12,0,5,1,4,-1,-1,1
1176,1,,1,6,-1,8,1,0,1,1,1,-1,5,60,6,2,4,-1,-1,1
1176,2,,2,6,-1,7,1,0,1,1,1,-1,3,30,5,2,4,-1,-1,1
1176,3,,1,6,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1177,1,,1,6,-1,6,1,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1177,2,,2,6,-1,7,2,0,2,1,1,-1,15,90,3,2,4,-1,-1,1
1179,1,,1,2,-1,8,1,0,1,1,1,-1,5,100,5,2,4,-1,-1,0
1179,2,,2,2,-1,6,1,0,1,1,1,-1,9,90,5,2,4,-1,-1,0
1180,1,,2,2,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1180,2,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1183,1,,1,6,-1,6,1,1,1,1,1,-1,15,150,5,2,4,-1,-1,1
1183,2,,2,2,-1,6,4,1,1,1,5,-1,0,0,5,3,4,-1,-1,1
1184,1,,2,6,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1184,2,,1,6,-1,6,1,0,1,1,1,-1,10,10,5,2,4,-1,-1,0
1185,1,,2,6,-1,5,1,0,2,1,1,-1,5,200,4,2,4,-1,-1,1
1185,2,,1,6,-1,3,2,0,2,1,8,Employer,0,0,2,3,4,-1,-1,1
1185,3,,2,6,-1,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1187,1,,4,8,-1,4,2,1,1,1,1,-1,5,25,5,2,4,-1,-1,0
1188,1,,1,2,-1,6,1,0,5,1,1,-1,8,24,3,1,4,-1,-1,1
1188,2,,2,2,-1,2,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1189,1,,1,6,-1,3,1,0,1,1,1,-1,6,48,4,2,4,-1,-1,0
1189,2,,2,6,-1,3,1,0,1,1,1,-1,5,50,5,3,4,-1,-1,0
1190,1,,1,6,-1,2,1,0,1,1,1,-1,14,75,5,2,4,-1,-1,0
1191,1,,1,6,-1,7,1,0,1,1,1,-1,15,200,6,2,4,-1,-1,1
1191,2,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1192,1,,1,6,-1,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1193,1,,2,6,-1,5,1,0,1,1,1,-1,2,10,5,2,4,-1,-1,0
1193,2,,1,6,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1193,3,,1,6,-1,1,4,5,4,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0
1198,1,,2,4,-1,5,1,5,2,1,1,-1,196,196,3,2,1,1,4,0
1198,2,,1,4,-1,2,1,4,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1198,3,,2,4,-1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1199,1,,2,6,-1,6,1,0,5,1,1,-1,20,100,5,2,4,-1,-1,0
1199,2,,1,6,-1,8,1,0,1,1,1,-1,25,500,5,2,4,-1,-1,0
1200,1,,1,6,-1,6,2,2,1,1,7,-1,10,0,5,3,4,-1,-1,1
1201,1,,2,2,-1,8,1,0,1,1,1,-1,16,80,5,2,4,-1,-1,0
1203,1,,2,4,-1,7,1,5,1,1,3,-1,20,20,3,1,4,-1,-1,0
1203,2,,1,4,-1,8,1,0,1,1,1,-1,20,100,5,2,4,-1,-1,0
1204,1,,2,6,-1,8,1,0,1,1,1,-1,2,10,5,2,4,-1,-1,0
1205,1,,1,6,-1,5,1,0,1,1,1,-1,29,290,5,2,4,-1,-1,1
1205,2,,2,6,-1,6,1,0,2,1,1,-1,29,116,2,2,4,-1,-1,1
1206,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1206,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1206,3,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1207,1,,2,7,Mixed ethnicity,5,1,0,1,1,1,-1,3,33,5,2,4,-1,-1,1
1207,2,,1,7,Mixed ethnicity.,6,1,0,1,1,1,-1,4,43,5,2,4,-1,-1,1
1208,1,,1,6,-1,4,1,0,1,1,1,-1,34,350,5,2,4,-1,-1,0
1208,2,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1209,1,,1,6,-1,8,1,1,1,1,1,-1,7,60,5,2,4,-1,-1,1
1210,1,,1,6,-1,8,1,0,2,1,1,-1,50,400,4,2,4,-1,-1,1
1210,2,,2,2,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1210,3,,1,7,White/Asian,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,1,1,1,1
1211,1,,1,6,-1,6,1,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1212,1,,1,6,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1212,2,,2,4,-1,5,1,0,1,1,1,-1,11,55,5,2,4,-1,-1,1
1213,1,,1,6,-1,6,2,0,1,1,1,-1,6,12,1,2,4,-1,-1,1
1213,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1217,1,,3,8,-1,6,1,0,1,1,1,-1,0,1,5,2,4,-1,-1,0
1217,2,,3,8,-1,6,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0
1218,1,,1,6,-1,7,1,0,1,1,1,-1,5,0,5,2,4,-1,-1,0
1218,2,,2,6,-1,6,1,8,1,1,1,-1,18,0,4,1,4,-1,-1,0
1219,1,,1,6,-1,5,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1219,2,,2,6,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1220,1,,1,6,-1,8,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,1
1220,2,,2,2,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1221,1,,1,6,-1,8,1,1,1,1,2,-1,14,150,5,1,4,-1,-1,0
1223,1,,1,6,-1,8,1,0,5,1,1,-1,3,45,7,2,4,-1,-1,0
1224,1,,1,8,-1,7,1,8,1,1,3,-1,20,0,4,1,4,-1,-1,0
1224,2,,2,8,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1226,1,,1,4,-1,4,1,0,1,1,1,-1,15,150,5,2,4,-1,-1,0
1227,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1228,1,,1,2,-1,6,2,10,1,1,3,-1,30,0,5,3,4,-1,-1,0
1228,2,,2,2,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1229,1,,1,6,-1,8,1,0,5,1,2,-1,2,10,5,2,4,-1,-1,1
1229,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
1230,1,,1,8,-1,4,1,10,1,1,3,-1,20,80,5,1,3,-1,-1,1
1230,2,,2,8,-1,2,1,0,1,1,1,-1,2,20,5,2,4,-1,-1,1
1230,3,,1,8,-1,1,1,0,2,1,1,-1,4,16,2,2,4,-1,-1,1
1231,1,,1,6,-1,6,1,0,1,1,1,-1,5,0,5,2,4,-1,-1,0
1231,2,,2,6,-1,6,1,0,1,1,1,-1,5,0,5,2,4,-1,-1,0
1231,3,,1,6,-1,1,5,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1231,4,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1232,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1232,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
1233,1,,2,6,-1,4,1,0,1,1,2,-1,25,350,5,1,4,-1,-1,0
1233,2,,2,6,-1,8,1,0,1,1,2,-1,25,350,6,1,4,-1,-1,0
